packet_size,latency,jitter,throughput,connection_duration,label
499.204584,1.313074,1.637022,66.384414,95.811453,0.0
501.806906,2.27925,6.144242,75.170338,7.779767,0.0
573.897263,4.551549,2.281955,108.77093,71.129679,0.0
494.229171,0.292768,1.269511,120.124694,49.009418,0.0
509.04642,0.576359,2.859568,113.698088,76.04186,0.0
498.958647,1.564837,4.361791,113.01638,38.631067,0.0
464.939659,3.209004,3.026121,98.704671,84.471668,0.0
534.284684,0.073857,3.728391,91.86586,8.536024,0.0
522.557991,8.272603,1.692734,105.777903,47.185968,0.0
523.730958,1.213596,5.231533,116.428166,27.115095,0.0
472.718376,0.890173,3.842567,100.097245,57.641307,0.0
542.083829,0.69267,4.571552,124.20504,50.805631,0.0
457.944468,0.383185,3.547741,95.698615,99.745649,0.0
517.605713,3.136342,4.237326,80.394421,99.090041,0.0
565.713669,6.220678,1.690421,99.792755,53.335203,0.0
470.28391,1.067659,2.262884,102.119446,20.043236,0.0
483.011068,6.090715,5.019721,98.359399,87.206729,0.0
502.989541,3.472244,5.339613,125.613111,339.666875,0.0
484.89573,1.3119,1.279402,116.10604,20.511053,0.0
453.480097,2.241876,3.374604,71.38118,7.155957,0.0
502.056889,1.141803,2.353584,130.68734,30.728793,0.0
468.130889,1.636167,1.954453,45.171659,53.259475,0.0
514.207773,0.119598,3.42726,143.020487,36.555486,0.0
472.417273,2.383189,4.711444,94.25389,180.005201,0.0
546.498032,0.108542,3.677494,96.208645,67.929886,0.0
476.502401,3.397467,2.520731,98.799675,28.253253,0.0
490.338155,3.485332,3.772292,107.704109,299.972136,0.0
524.405517,0.541197,2.460036,99.994736,13.360319,0.0
463.074071,0.782127,3.618171,97.332096,13.114731,0.0
506.823798,1.312899,5.094699,126.178366,28.14149,0.0
539.214283,1.815965,-0.115739,111.311922,7.987919,0.0
451.775503,0.67754,4.195878,80.823923,139.292705,0.0
505.539016,1.795362,0.691418,114.813478,37.514567,0.0
507.796484,0.707037,4.842492,110.48214,130.873347,0.0
523.454686,0.11418,2.044462,89.094525,143.858802,0.0
462.891479,0.005061,1.173493,115.842769,27.11771,0.0
460.386302,0.213281,4.042904,96.848548,73.056589,0.0
515.658247,3.142846,3.546255,95.566531,73.31199,0.0
508.90954,6.510629,1.50122,95.021738,205.077177,0.0
507.514786,1.113621,1.1205,51.437639,2.596504,0.0
510.393446,1.437685,2.718778,89.466013,38.096814,0.0
479.599258,0.317636,1.19387,114.263465,214.122657,0.0
506.967611,1.601604,1.407791,99.551775,27.023938,0.0
508.792174,0.312501,3.173431,74.296271,14.720154,0.0
478.569457,1.889454,1.551193,119.292625,85.834993,0.0
555.973235,5.413862,3.639809,94.027997,36.510576,0.0
514.214988,0.435562,5.235215,75.56849,62.978653,0.0
464.260895,2.89263,2.777167,144.120249,171.486935,0.0
519.696608,0.047566,3.195227,78.936548,73.542226,0.0
470.75955,0.941599,6.027145,117.58983,72.544268,0.0
523.612538,0.23475,1.218598,84.613718,32.598319,0.0
534.757867,0.869197,4.786853,102.716537,157.438725,0.0
475.37953,0.3812,4.606286,81.956381,134.636092,0.0
658.684279,8.582849,9.475333,17.329469,258.413917,1.0
512.383428,1.08093,4.937622,110.444051,38.566913,0.0
524.661805,0.71504,3.420862,108.105811,155.413658,0.0
556.903789,2.137847,2.125606,122.892989,44.272751,0.0
492.638357,5.022963,4.64186,99.312361,51.677599,0.0
477.387915,1.023637,4.699263,144.407036,45.320515,0.0
473.314567,0.427236,4.657971,105.366933,17.629876,0.0
475.525691,0.631403,3.066753,111.335494,41.687475,0.0
497.686949,3.848309,1.925708,72.831415,162.422319,0.0
510.234559,1.695581,3.287043,87.718314,67.545532,0.0
508.300724,1.213979,4.413345,110.393594,61.289062,0.0
524.815497,0.324183,4.536528,98.315445,17.001896,0.0
500.390057,1.194683,2.355486,103.753663,19.549171,0.0
543.606022,0.652824,3.473059,83.670125,4.389981,0.0
492.060295,5.73514,1.036833,102.438939,1.405383,0.0
581.605075,4.309539,4.477425,102.370918,66.945807,0.0
518.77002,0.175265,1.825037,76.3913,52.633249,0.0
474.285273,1.454043,4.177883,112.850997,32.210455,0.0
467.873225,0.509935,1.276043,65.998701,460.983508,0.0
514.474172,1.057901,4.547124,103.684762,50.749151,0.0
493.296116,4.188672,3.482753,135.311854,155.517181,0.0
521.420015,1.499497,1.827963,113.611011,23.64132,0.0
514.197129,0.813578,4.037035,113.485985,28.374478,0.0
497.815133,0.466106,2.114457,82.051467,84.023604,0.0
474.596188,3.222127,4.124333,135.381241,0.403641,0.0
454.554583,1.95909,2.588833,127.534362,1.757907,0.0
486.604551,1.26247,0.418429,83.1282,15.340613,0.0
525.691964,0.490483,1.526376,90.504735,25.247072,0.0
506.422812,0.813671,2.354378,125.093121,75.045752,0.0
462.627837,6.429938,5.052284,135.922948,115.909323,0.0
505.195428,1.468313,4.351715,74.706279,37.37901,0.0
666.923322,7.480548,14.526376,12.956744,203.888586,1.0
473.484277,1.473872,5.480453,97.124265,173.053933,0.0
504.611753,3.019081,2.197874,56.578119,17.76648,0.0
501.746262,0.831361,2.71727,100.380903,113.421839,0.0
465.710891,0.393749,2.38308,123.71487,267.845038,0.0
510.733621,1.758646,1.992734,71.22726,26.424021,0.0
516.823536,2.188468,0.237758,102.542139,9.098146,0.0
532.491537,2.494582,2.977878,88.364586,390.003979,0.0
531.614062,4.273931,1.071652,132.798919,31.57713,0.0
458.669919,0.927802,2.948742,88.604163,32.249881,0.0
471.865249,0.156691,6.173656,130.379862,66.120731,0.0
515.451058,6.35684,2.235982,88.050899,26.273929,0.0
515.413579,1.141901,3.292161,115.423516,494.377445,0.0
515.451431,1.952387,4.359973,105.038912,4.391624,0.0
615.581945,2.195058,3.420437,97.234547,60.051892,0.0
517.126715,1.58158,3.438726,84.189429,79.484051,0.0
534.066969,0.459474,2.456396,106.461908,62.914166,0.0
528.620053,2.814162,2.652183,91.189295,73.50593,0.0
519.541738,3.256752,1.559984,86.204676,438.83783,0.0
490.541923,1.610284,4.269068,129.454455,209.477111,0.0
522.769077,1.341055,0.387763,110.950605,36.881068,0.0
476.815244,0.241937,4.456633,112.872779,80.179543,0.0
492.895442,0.175372,0.894452,92.16803,0.031106,0.0
485.439094,0.829713,4.443911,96.280433,52.69025,0.0
502.456224,0.744581,2.469274,95.028467,17.897623,0.0
569.439757,6.143346,1.152197,106.744778,124.257709,0.0
443.982044,3.061464,3.868948,112.836069,24.985923,0.0
520.587806,2.157174,4.393151,99.394973,138.188667,0.0
451.618524,1.458163,2.342882,84.1471,37.565367,0.0
485.842044,0.366326,4.080916,115.211409,260.137694,0.0
532.668518,7.675378,-0.427627,100.668077,58.953808,0.0
501.928401,0.940137,1.019106,71.183272,182.957175,0.0
467.667657,0.226171,4.938613,57.294105,98.930777,0.0
478.540889,1.361642,2.664496,105.957944,378.972639,0.0
520.387932,4.142915,0.20668,83.410524,135.760098,0.0
478.089001,4.365892,1.951701,108.621243,130.086308,0.0
506.493758,0.022053,1.614899,84.487634,30.770246,0.0
501.367155,4.348309,2.751057,102.663715,70.291423,0.0
480.45199,0.633492,2.443874,92.431969,34.265045,0.0
564.318323,0.079504,3.268398,135.038416,1.948198,0.0
519.017571,3.764992,2.895801,119.006313,123.989478,0.0
439.245722,3.988242,5.039609,126.945938,26.897351,0.0
505.593629,1.813825,3.636823,100.480955,50.637559,0.0
629.572925,14.56744,8.055406,43.707053,213.177691,1.0
525.573,3.35458,4.747736,101.833002,22.268848,0.0
476.224378,3.086454,2.416847,129.391827,6.947798,0.0
496.557907,4.416468,1.107184,98.548759,41.232344,0.0
515.149618,1.609264,4.810455,72.050213,8.528007,0.0
525.972656,6.862103,3.203763,60.027569,77.722281,0.0
463.991108,11.117719,3.209027,133.366222,1.981921,0.0
489.964963,0.247829,2.050005,109.570089,281.37421,0.0
485.751641,3.788166,2.074717,110.885137,339.546443,0.0
480.400123,1.385584,4.270084,129.792957,36.33455,0.0
552.963627,0.980629,4.476984,66.965301,30.136816,0.0
512.149451,1.899035,4.175735,92.827976,11.02672,0.0
688.381189,0.886785,13.094825,36.97172,1587.596516,1.0
527.535858,1.412307,3.853544,114.845505,88.397826,0.0
563.664686,4.09419,3.197284,86.147195,94.192891,0.0
530.973958,0.480227,2.73693,75.972525,226.198516,0.0
454.418901,1.111611,4.815486,75.793027,241.67262,0.0
485.472978,5.609592,2.439419,122.988362,176.224923,0.0
538.007334,1.119205,3.554969,85.149358,148.475236,0.0
478.769916,0.88748,1.793981,88.95965,209.753401,0.0
513.314583,1.161555,2.011051,112.689963,208.72367,0.0
523.239022,1.46566,2.645768,86.021092,45.988675,0.0
472.192086,1.999298,1.794092,65.901032,362.651404,0.0
498.214239,3.225816,4.196778,68.365977,123.488646,0.0
402.76198,1.203333,0.977949,98.863852,46.236795,0.0
469.268371,3.401801,3.148844,109.946569,58.348506,0.0
492.422955,1.525941,3.198762,95.955095,116.197089,0.0
462.566505,0.826432,0.283801,108.608854,44.800562,0.0
548.972339,2.145602,2.338464,67.743249,175.191037,0.0
457.095759,2.529728,3.383549,69.093929,16.024343,0.0
486.798665,1.633112,3.643092,145.078718,238.15666,0.0
503.922217,0.116562,2.693539,124.655685,35.838714,0.0
543.238199,0.372377,4.015332,115.379438,16.571555,0.0
456.924135,0.671778,2.836026,86.805507,195.209923,0.0
534.894913,0.664315,3.020479,95.239876,27.373083,0.0
500.306992,2.238166,3.377481,99.966454,185.403328,0.0
470.55474,0.037038,4.390499,126.286922,35.135257,0.0
513.863104,2.818567,1.986423,108.055655,271.60464,0.0
505.971791,0.616702,2.269767,110.518276,24.727954,0.0
481.993494,0.742191,1.996655,96.646901,7.219441,0.0
743.183465,10.025185,5.897499,56.742909,1018.912865,1.0
488.440592,0.486503,5.139351,106.046455,18.107323,0.0
503.40552,4.316473,3.859088,100.880455,288.477321,0.0
519.86392,0.178469,1.303365,85.138317,173.71426,0.0
547.580504,1.17535,2.09933,97.728565,8.547662,0.0
462.865535,3.786552,3.559151,78.409346,58.90308,0.0
563.991001,1.913413,1.640238,99.19722,7.623294,0.0
441.437366,0.691553,1.91199,101.778227,40.015906,0.0
495.446447,1.092077,5.017439,51.909632,43.309802,0.0
517.649516,2.45308,2.079937,95.393209,91.537448,0.0
508.429756,7.243245,4.432,76.482396,372.535955,0.0
481.319014,4.472447,4.882985,109.972787,18.604461,0.0
493.756332,0.838417,1.899807,112.743195,39.921115,0.0
485.209972,12.637582,1.665056,91.473204,88.455589,0.0
482.319057,0.007022,2.585802,110.980442,18.804292,0.0
525.488063,0.056037,1.367058,111.821339,124.032447,0.0
510.710465,3.472731,3.181551,95.405683,51.694383,0.0
479.212712,0.444944,2.691522,130.68574,298.721457,0.0
526.987996,0.125388,3.54087,85.498501,99.390354,0.0
509.218986,0.541383,5.095415,129.427314,45.111234,0.0
524.385864,1.110601,4.226227,95.496011,127.108573,0.0
518.888865,2.622866,3.73386,83.133473,182.482771,0.0
475.13015,1.958118,0.050927,92.96903,161.183961,0.0
483.194569,0.542624,3.665064,78.012215,30.484776,0.0
522.418808,1.399419,5.583941,115.691157,53.953954,0.0
518.311108,5.213175,-1.515784,67.94462,60.180424,0.0
499.372952,3.374883,4.034074,127.792171,49.164965,0.0
503.519821,0.780729,2.760962,81.282656,37.231603,0.0
538.329947,8.064381,1.725307,116.733067,139.734641,0.0
482.252858,2.466257,4.201693,100.484517,1.229957,0.0
516.412921,0.128969,5.564559,105.416306,34.749468,0.0
493.93422,0.071587,4.162846,88.199133,15.270519,0.0
493.469564,0.368827,2.443212,107.05616,13.784849,0.0
532.963306,2.602847,1.584795,102.699486,32.428889,0.0
524.76249,0.406042,3.216941,70.841779,143.612805,0.0
524.405289,1.432777,4.309754,80.75,348.74702,0.0
539.164364,0.195799,2.41942,89.181758,72.282003,0.0
500.630115,5.073735,2.564426,84.90007,41.39588,0.0
520.458589,0.843069,7.233,125.056219,176.70891,0.0
490.691997,4.774806,4.617978,100.140284,6.946094,0.0
509.724991,5.796327,4.725193,84.426573,9.779801,0.0
496.095708,0.012295,0.809571,90.184604,42.367946,0.0
502.909879,1.247747,1.939217,89.910738,59.494754,0.0
517.854711,0.04993,3.112022,94.239011,159.868528,0.0
475.45338,4.787051,1.498294,78.493412,259.379256,0.0
562.771618,1.461314,5.400596,83.721378,75.774231,0.0
469.819479,0.155802,5.115468,115.332138,68.447424,0.0
463.574342,0.23369,2.199682,103.706862,23.954103,0.0
534.743326,0.967423,5.675878,96.953249,59.998757,0.0
523.749881,5.634643,2.993622,100.052456,257.235169,0.0
518.723595,2.361223,6.884085,99.088785,49.906099,0.0
518.850365,4.04414,3.217029,95.817378,23.658662,0.0
499.632597,0.912854,3.864289,110.342097,41.142538,0.0
473.082369,0.08835,5.099855,108.8632,72.277089,0.0
502.274137,7.323902,4.91645,68.564741,91.275955,0.0
479.685149,0.034644,3.766098,97.368756,56.639098,0.0
529.253592,5.89967,2.78829,69.883612,142.103563,0.0
495.588279,0.919877,3.771199,112.711544,87.816047,0.0
475.235084,0.020283,1.775724,115.353331,109.376844,0.0
490.358425,2.336936,3.228201,87.784422,198.718274,0.0
512.387944,7.87882,1.336039,97.664821,200.759407,0.0
483.088263,6.740894,0.328678,57.771194,22.753859,0.0
475.333388,0.350939,3.07564,119.455796,97.642495,0.0
474.845403,2.771737,12.865895,36.282791,1245.498988,1.0
507.348997,1.667298,4.388707,123.001705,15.765191,0.0
484.791705,2.028385,2.877132,129.730883,185.004454,0.0
485.868851,2.689675,5.620485,75.517814,19.902411,0.0
506.961498,0.399465,2.146408,117.760884,160.58415,0.0
456.55747,6.388712,0.123251,129.586089,17.609986,0.0
284.333086,17.082169,-1.158104,34.468113,1228.61443,1.0
478.446673,3.755248,1.228214,96.575776,16.034245,0.0
493.596585,1.553343,4.224937,92.73196,47.614937,0.0
509.327227,1.069816,2.047796,117.109237,15.49198,0.0
544.260687,7.560491,3.691438,52.121179,31.569081,0.0
525.729789,1.745128,5.469425,136.319154,416.786909,0.0
495.201844,4.032912,1.349855,97.749259,11.39256,0.0
499.429514,6.127697,3.71775,118.321888,52.16588,0.0
469.924119,2.250044,3.808445,98.795255,112.985327,0.0
499.444606,1.592304,1.708893,109.842501,9.937687,0.0
491.340241,0.007034,5.031316,53.571635,11.544788,0.0
509.681557,0.081685,2.568439,92.302353,15.462414,0.0
475.183072,0.448416,2.424371,116.955224,103.559912,0.0
515.580395,0.411611,6.16742,105.774647,240.060504,0.0
545.982167,0.588095,3.78415,67.263178,174.863937,0.0
496.737196,0.727499,4.387936,101.228498,407.77966,0.0
512.051352,0.892779,5.032339,83.625153,86.307676,0.0
520.70432,1.091309,2.024289,81.891615,325.650772,0.0
487.963386,0.208203,4.874732,69.586115,36.374871,0.0
506.722774,0.086571,2.247159,112.374052,54.732467,0.0
500.377772,2.241375,2.183065,122.260289,50.424957,0.0
502.930283,1.541503,2.592,142.402863,4.851556,0.0
476.809706,1.174493,2.066903,70.519032,177.022463,0.0
500.735305,2.012649,4.233235,115.347443,2.502881,0.0
514.939949,3.516797,3.400816,116.663427,130.88751,0.0
543.534308,1.116159,2.263163,88.389906,52.267013,0.0
528.778125,2.049531,4.011758,81.648432,0.626731,0.0
564.595474,6.139715,2.587226,78.285154,34.241553,0.0
476.979573,3.660475,2.507894,89.452935,42.48432,0.0
526.169619,1.110255,3.073026,104.052432,334.394232,0.0
505.50026,2.06968,3.695191,127.20224,108.198853,0.0
565.694088,0.389771,3.584771,122.106767,78.432342,0.0
475.751051,1.644336,2.455126,67.691661,13.587764,0.0
474.808345,7.961492,4.270667,84.223135,49.610836,0.0
482.018221,1.46093,2.666409,125.992807,3.641957,0.0
436.283128,5.252156,2.017523,85.378143,143.416371,0.0
484.227349,1.046252,0.797968,98.861717,17.766446,0.0
477.22602,13.527011,4.474768,65.894221,90.247585,0.0
504.511814,1.73129,3.018585,123.060668,120.194665,0.0
510.252679,0.086377,3.316309,61.745036,45.650969,0.0
556.285125,1.767428,4.568704,67.143788,100.128547,0.0
528.512715,0.641989,2.283891,121.016341,144.491066,0.0
482.69289,0.066041,0.938401,138.401234,20.349265,0.0
473.04756,3.439101,3.104671,94.187778,91.844387,0.0
514.757575,0.645181,3.461942,99.062744,132.381973,0.0
460.393004,3.184656,2.605726,118.165591,44.168535,0.0
554.943763,0.679966,5.210606,105.788956,17.732346,0.0
535.383204,0.432153,-0.72925,92.535636,33.703482,0.0
485.92473,7.294368,4.680085,90.290928,270.417771,0.0
448.605964,0.897722,4.18673,68.664041,44.230746,0.0
540.616171,1.839474,3.685156,104.658835,11.395354,0.0
496.563805,1.883122,-2.003852,98.161664,8.63496,0.0
537.134489,1.644114,4.925833,91.243076,19.905486,0.0
452.16717,4.923062,1.460349,79.963704,13.640676,0.0
482.018749,2.244424,2.238462,81.989383,68.328331,0.0
500.157311,1.034133,2.744111,112.367538,42.702298,0.0
501.409418,3.966524,3.611127,117.633273,184.140562,0.0
486.498036,0.399496,3.959142,93.457677,212.929194,0.0
518.685498,1.571564,4.339261,91.350409,64.108502,0.0
467.971387,6.013601,4.22378,82.927039,219.397381,0.0
495.728615,1.96378,3.379391,118.736401,59.86767,0.0
503.608869,3.396193,3.623884,100.619915,102.71165,0.0
515.433165,2.120095,1.363869,107.35802,17.737561,0.0
521.348446,3.657314,1.87346,107.169403,5.401548,0.0
466.260737,5.782308,4.34319,93.845968,17.445479,0.0
453.976575,0.637442,4.255814,76.692798,29.014542,0.0
538.330305,0.371843,4.085699,80.077337,139.022967,0.0
509.96942,1.323261,2.228375,122.557711,19.05617,0.0
477.545404,2.4204,4.365738,85.486314,14.001487,0.0
546.534559,0.515447,1.258133,91.792754,262.567853,0.0
503.470239,0.00822,4.61604,77.312189,116.732727,0.0
535.378916,0.839945,2.608694,75.67867,64.113476,0.0
502.025554,6.938482,5.526256,84.6167,9.978541,0.0
561.822438,2.374674,0.717837,133.768144,190.913124,0.0
552.660225,1.026074,5.645106,113.160748,11.457891,0.0
492.531076,0.427813,2.457804,89.464223,94.429556,0.0
529.147129,0.880392,2.430781,121.657536,110.164636,0.0
519.361278,0.372272,3.292258,96.954023,51.105699,0.0
541.058947,0.224783,1.954382,127.086801,242.155699,0.0
471.052296,4.744779,2.891506,144.234607,5.203105,0.0
520.581544,12.106968,1.893561,120.563235,170.439114,0.0
531.752735,0.358527,1.948405,101.891019,80.697544,0.0
447.237815,0.112131,3.730329,113.986197,94.469979,0.0
464.502245,0.800153,1.647652,100.301424,432.947688,0.0
438.823035,1.238527,1.847709,63.280033,87.382482,0.0
491.917795,0.458377,0.940813,86.907492,159.468717,0.0
521.526268,0.717425,2.244104,80.968168,16.668142,0.0
545.070712,0.448465,4.967403,86.464179,165.699919,0.0
502.222843,2.976748,1.7311,135.873429,143.159682,0.0
548.858466,2.493607,1.90255,122.442995,344.54651,0.0
458.596956,2.01545,3.290883,108.817696,274.436106,0.0
448.898527,0.979492,2.443805,116.246859,24.078137,0.0
498.333569,4.794692,6.342232,62.15773,62.536355,0.0
511.521963,6.982192,2.756208,114.563674,242.456267,0.0
499.019158,0.381448,3.502828,118.792486,102.37787,0.0
437.976737,0.504662,4.415653,55.205056,62.306231,0.0
497.326399,1.49154,4.386867,115.304735,11.534212,0.0
460.865915,0.191372,3.349931,71.518527,43.349053,0.0
520.090176,1.146993,2.758309,60.599893,109.434127,0.0
510.997947,1.743549,6.036043,126.526364,150.020009,0.0
471.803606,1.476597,2.85036,79.859019,59.269916,0.0
484.583992,0.803669,2.337465,85.681065,5.746439,0.0
468.223594,1.56372,2.031227,119.792091,100.28627,0.0
498.119627,6.37868,0.409795,93.895235,254.57578,0.0
620.031824,3.834712,15.825645,9.731713,332.468792,1.0
470.428219,2.127444,-0.522103,95.958262,263.700525,0.0
463.844186,0.603396,12.45764,18.913551,183.951815,1.0
484.092271,0.13745,2.692709,95.473312,217.47705,0.0
476.213815,1.605157,6.359948,102.282521,154.336815,0.0
496.789089,0.221727,0.252523,89.928837,326.339083,0.0
468.94273,0.045201,1.648345,107.036392,156.552264,0.0
483.390521,0.376308,2.795855,106.276861,38.784095,0.0
464.063663,1.664125,2.703706,137.957717,230.827653,0.0
558.941754,2.430344,2.175683,92.374981,110.784804,0.0
501.057907,0.452493,2.878518,96.31669,17.681991,0.0
479.008235,2.206804,1.110656,104.776487,4.7055,0.0
506.419397,0.402951,3.535789,119.288713,45.546283,0.0
496.630159,1.901027,-0.482228,78.168297,154.582552,0.0
493.370912,1.06192,2.961346,102.07153,96.28966,0.0
518.425001,2.121474,2.099465,49.843479,74.892876,0.0
522.725231,10.617848,4.524432,94.569362,0.37346,0.0
484.084966,5.555346,5.632967,121.454541,57.181614,0.0
482.725453,0.008582,2.503422,85.477151,17.16468,0.0
491.748449,4.333292,5.086089,103.536752,60.617603,0.0
430.942365,0.137609,2.525826,89.421889,480.000839,0.0
454.544268,6.117199,1.55081,82.811956,211.642776,0.0
541.006228,0.662086,5.618855,119.42972,37.197802,0.0
549.349031,0.962646,3.781165,79.094826,90.018954,0.0
492.528919,0.192225,3.006658,105.859306,69.734645,0.0
517.296709,0.238181,4.030766,106.167032,13.93161,0.0
509.337505,2.594667,3.411323,82.96401,458.600657,0.0
592.366424,5.776708,2.896171,103.113705,55.36899,0.0
533.587247,1.887059,1.010348,81.301043,70.452979,0.0
